Species	Symbol	Ensembl	Family	Protein	Entrez ID
Sus_scrofa	E2F8	ENSSSCG00000013352	E2F	ENSSSCP00000014188;ENSSSCP00000058803;ENSSSCP00000047691;	100522785
Sus_scrofa	ZXDC	ENSSSCG00000001824	zf-C2H2	ENSSSCP00000045577;ENSSSCP00000038488;ENSSSCP00000001994;	100156021
Sus_scrofa	MBD4	ENSSSCG00000033303	MBD	ENSSSCP00000050223;ENSSSCP00000046516;ENSSSCP00000052533;ENSSSCP00000032501;	110256288
Sus_scrofa	ZNF236	ENSSSCG00000023533	zf-C2H2	ENSSSCP00000052976;ENSSSCP00000019907;ENSSSCP00000021050;	100621373
Sus_scrofa	FOXP3	ENSSSCG00000012300	Fork_head	ENSSSCP00000030259;ENSSSCP00000029328;ENSSSCP00000049858;ENSSSCP00000013089;	444998
Sus_scrofa	description:Homeodomain-only	ENSSSCG00000008898	Homeobox	ENSSSCP00000049629;ENSSSCP00000041780;ENSSSCP00000032389;ENSSSCP00000044604;ENSSSCP00000009489;ENSSSCP00000048319;	396692
Sus_scrofa	ZNF317	ENSSSCG00000032506	zf-C2H2	ENSSSCP00000057028;ENSSSCP00000036668;	100510891
Sus_scrofa	FOXD2	ENSSSCG00000034880	Fork_head	ENSSSCP00000034568;	110261233
Sus_scrofa	TSC22D3	ENSSSCG00000030241	TSC22	ENSSSCP00000045714;ENSSSCP00000055654;ENSSSCP00000021368;	100517321
Sus_scrofa	KLF7	ENSSSCG00000029998	zf-C2H2	ENSSSCP00000021326;	100038003
Sus_scrofa	SNAI1	ENSSSCG00000032613	zf-C2H2	ENSSSCP00000050258;ENSSSCP00000055647;	396583
Sus_scrofa	HLF	ENSSSCG00000017604	TF_bZIP	ENSSSCP00000018658;ENSSSCP00000048229;	100736723
Sus_scrofa	FIZ1	ENSSSCG00000033985	zf-C2H2	ENSSSCP00000042457;	100621286
Sus_scrofa	-	ENSSSCG00000039497	CSD	ENSSSCP00000056833;	-
Sus_scrofa	ARNTL2	ENSSSCG00000000551	bHLH	ENSSSCP00000000581;ENSSSCP00000032065;	100625791
Sus_scrofa	-	ENSSSCG00000028295	zf-C2H2	ENSSSCP00000058689;ENSSSCP00000034798;ENSSSCP00000025288;	100621931
Sus_scrofa	-	ENSSSCG00000022423	zf-C2H2	ENSSSCP00000039445;ENSSSCP00000024664;	-
Sus_scrofa	RFX2	ENSSSCG00000035403	RFX	ENSSSCP00000034593;ENSSSCP00000049225;ENSSSCP00000048361;ENSSSCP00000053289;	100516593
Sus_scrofa	ZNF200	ENSSSCG00000007965	zf-C2H2	ENSSSCP00000040510;ENSSSCP00000008504;	102158823
Sus_scrofa	MYB	ENSSSCG00000004167	MYB	ENSSSCP00000046595;ENSSSCP00000026240;ENSSSCP00000004503;	100152439
Sus_scrofa	ZNF148	ENSSSCG00000011858	zf-C2H2	ENSSSCP00000056022;ENSSSCP00000041139;ENSSSCP00000043252;ENSSSCP00000047734;ENSSSCP00000012630;ENSSSCP00000041156;ENSSSCP00000046527;	100515279
Sus_scrofa	ZNF518B	ENSSSCG00000029711	zf-C2H2	ENSSSCP00000022353;ENSSSCP00000039419;	100624699
Sus_scrofa	-	ENSSSCG00000038218	HSF	ENSSSCP00000036977;	110257906
Sus_scrofa	-	ENSSSCG00000009866	zf-C2H2	ENSSSCP00000010531;	100157987
Sus_scrofa	MYCN	ENSSSCG00000008618	bHLH	ENSSSCP00000009187;	100518190
Sus_scrofa	SMARCE1	ENSSSCG00000039137	HMG	ENSSSCP00000049184;ENSSSCP00000058986;ENSSSCP00000018512;ENSSSCP00000044752;	100521398
Sus_scrofa	-	ENSSSCG00000032647	bHLH	ENSSSCP00000035798;	-
Sus_scrofa	-	ENSSSCG00000012543	Homeobox	ENSSSCP00000013335;	-
Sus_scrofa	SEBOX	ENSSSCG00000025748	Homeobox	ENSSSCP00000027413;	100624432
Sus_scrofa	PRDM8	ENSSSCG00000036555	zf-C2H2	ENSSSCP00000038966;	100514243
Sus_scrofa	BRD2	ENSSSCG00000001471	AF-4	ENSSSCP00000001595;ENSSSCP00000047321;ENSSSCP00000046212;	100141307
Sus_scrofa	HSF5	ENSSSCG00000017641	HSF	ENSSSCP00000022758;	100515407
Sus_scrofa	GZF1	ENSSSCG00000007117	zf-C2H2	ENSSSCP00000007580;ENSSSCP00000046971;	100514928
Sus_scrofa	-	ENSSSCG00000034696	zf-C2H2	ENSSSCP00000042949;	110255247
Sus_scrofa	ZNF341	ENSSSCG00000021769	zf-C2H2	ENSSSCP00000045864;ENSSSCP00000020249;	100156678
Sus_scrofa	ZNF461	ENSSSCG00000029875	zf-C2H2	ENSSSCP00000043250;ENSSSCP00000042468;ENSSSCP00000058122;ENSSSCP00000058479;ENSSSCP00000003177;	106510529
Sus_scrofa	POU3F4	ENSSSCG00000012454	Pou	ENSSSCP00000013252;	100152446
Sus_scrofa	NR6A1	ENSSSCG00000005589	GCNF-like	ENSSSCP00000005986;ENSSSCP00000048606;ENSSSCP00000036401;	100038028
Sus_scrofa	BACH2	ENSSSCG00000004332	TF_bZIP	ENSSSCP00000033783;ENSSSCP00000004676;	100620522
Sus_scrofa	STAT4	ENSSSCG00000016059	STAT	ENSSSCP00000017012;ENSSSCP00000032188;ENSSSCP00000020218;ENSSSCP00000046488;	397261
Sus_scrofa	THAP6	ENSSSCG00000029348	THAP	ENSSSCP00000038728;ENSSSCP00000022127;	100737143
Sus_scrofa	-	ENSSSCG00000025254	zf-C2H2	ENSSSCP00000054692;ENSSSCP00000047393;ENSSSCP00000025959;ENSSSCP00000046984;	100626993
Sus_scrofa	ZFP36L2	ENSSSCG00000038549	zf-CCCH	ENSSSCP00000038826;	100513591
Sus_scrofa	PRDM16	ENSSSCG00000021490	zf-C2H2	ENSSSCP00000033485;ENSSSCP00000020637;	100624476
Sus_scrofa	FOXO4	ENSSSCG00000012399	Fork_head	ENSSSCP00000030191;ENSSSCP00000013194;	733705
Sus_scrofa	SIX2	ENSSSCG00000008446	Homeobox	ENSSSCP00000009014;	100525814
Sus_scrofa	ZSCAN20	ENSSSCG00000003621	zf-C2H2	ENSSSCP00000003926;	100522553
Sus_scrofa	EMX1	ENSSSCG00000008308	Homeobox	ENSSSCP00000008870;	100521187
Sus_scrofa	MEF2C	ENSSSCG00000014149	SRF	ENSSSCP00000032357;ENSSSCP00000035149;ENSSSCP00000036399;ENSSSCP00000035136;ENSSSCP00000015043;ENSSSCP00000055974;ENSSSCP00000037212;ENSSSCP00000015044;ENSSSCP00000044788;ENSSSCP00000045261;	733590
Sus_scrofa	-	ENSSSCG00000033388	zf-C2H2	ENSSSCP00000058462;ENSSSCP00000048829;ENSSSCP00000037342;	-
Sus_scrofa	-	ENSSSCG00000029285	zf-C2H2	ENSSSCP00000031949;ENSSSCP00000050798;ENSSSCP00000059488;ENSSSCP00000033454;ENSSSCP00000044043;ENSSSCP00000022271;ENSSSCP00000031900;ENSSSCP00000052572;	100517149
Sus_scrofa	-	ENSSSCG00000036405	zf-C2H2	ENSSSCP00000039586;	100524874
Sus_scrofa	IRX2	ENSSSCG00000032074	Homeobox	ENSSSCP00000048498;ENSSSCP00000054750;	100620587
Sus_scrofa	TSC22D1	ENSSSCG00000009422	TSC22	ENSSSCP00000031608;ENSSSCP00000043700;	100155900
Sus_scrofa	MESP2	ENSSSCG00000001848	bHLH	ENSSSCP00000002022;	100153433
Sus_scrofa	-	ENSSSCG00000003989	zf-C2H2	ENSSSCP00000004310;	100737142
Sus_scrofa	FOXO1	ENSSSCG00000009370	Fork_head	ENSSSCP00000029792;ENSSSCP00000010000;	397077
Sus_scrofa	SOX12	ENSSSCG00000021920	HMG	ENSSSCP00000024477;	100520156
Sus_scrofa	ZNF48	ENSSSCG00000007801	zf-C2H2	ENSSSCP00000046455;ENSSSCP00000008330;	100621309
Sus_scrofa	TGIF1	ENSSSCG00000024174	Homeobox	ENSSSCP00000024587;ENSSSCP00000055828;ENSSSCP00000053742;	100625732
Sus_scrofa	RORB	ENSSSCG00000005268	THR-like	ENSSSCP00000046379;ENSSSCP00000044715;ENSSSCP00000005659;	100739111
Sus_scrofa	TBX19	ENSSSCG00000006299	T-box	ENSSSCP00000006716;	100151956
Sus_scrofa	PBRM1	ENSSSCG00000035824	HMG	ENSSSCP00000046027;ENSSSCP00000035942;ENSSSCP00000049909;ENSSSCP00000050654;ENSSSCP00000039895;ENSSSCP00000056359;ENSSSCP00000036651;	100525781
Sus_scrofa	TFAP2D	ENSSSCG00000001744	AP-2	ENSSSCP00000001901;	100155785
Sus_scrofa	LITAF	ENSSSCG00000032381	zf-LITAF-like	ENSSSCP00000052604;ENSSSCP00000053955;	100518302
Sus_scrofa	SALL2	ENSSSCG00000022705	zf-C2H2	ENSSSCP00000023516;ENSSSCP00000035672;	100513098
Sus_scrofa	HOXB13	ENSSSCG00000017541	Homeobox	ENSSSCP00000018589;	100522893
Sus_scrofa	-	ENSSSCG00000037976	zf-C2H2	ENSSSCP00000055329;	-
Sus_scrofa	ZBTB24	ENSSSCG00000004411	ZBTB	ENSSSCP00000004759;ENSSSCP00000004759;ENSSSCP00000049108;	100739723
Sus_scrofa	-	ENSSSCG00000015308	CSD	ENSSSCP00000031833;ENSSSCP00000016235;	-
Sus_scrofa	VAX2	ENSSSCG00000008318	Homeobox	ENSSSCP00000008880;	100739541
Sus_scrofa	TSHZ3	ENSSSCG00000025214	zf-C2H2	ENSSSCP00000019553;	100627966
Sus_scrofa	NRL	ENSSSCG00000002010	TF_bZIP	ENSSSCP00000002197;	-
Sus_scrofa	TFCP2L1	ENSSSCG00000015732	CP2	ENSSSCP00000016672;ENSSSCP00000028308;	100519339
Sus_scrofa	BHMG1	ENSSSCG00000039916	HMG	ENSSSCP00000058164;	-
Sus_scrofa	HESX1	ENSSSCG00000021207	Homeobox	ENSSSCP00000039409;ENSSSCP00000024640;	100623612
Sus_scrofa	NKX1-2	ENSSSCG00000010733	Homeobox	ENSSSCP00000011443;	-
Sus_scrofa	-	ENSSSCG00000033505	Homeobox	ENSSSCP00000046675;	100738439
Sus_scrofa	TBR1	ENSSSCG00000015891	T-box	ENSSSCP00000016840;	100154282
Sus_scrofa	-	ENSSSCG00000037860	HSF	ENSSSCP00000035495;	110257887
Sus_scrofa	ST18	ENSSSCG00000006266	zf-C2HC	ENSSSCP00000049846;ENSSSCP00000046240;ENSSSCP00000006679;	100154114
Sus_scrofa	ZNF772	ENSSSCG00000038250	zf-C2H2	ENSSSCP00000031477;	110261324
Sus_scrofa	MYT1L	ENSSSCG00000029334	zf-C2HC	ENSSSCP00000031407;ENSSSCP00000009222;ENSSSCP00000053387;ENSSSCP00000056428;ENSSSCP00000047746;	100626723
Sus_scrofa	ZNF567	ENSSSCG00000002932	zf-C2H2	ENSSSCP00000003164;	100525521
Sus_scrofa	FOXN2	ENSSSCG00000029593	Fork_head	ENSSSCP00000047833;ENSSSCP00000027377;ENSSSCP00000039823;	100519769
Sus_scrofa	ZNF398	ENSSSCG00000030294	zf-C2H2	ENSSSCP00000051780;ENSSSCP00000047430;ENSSSCP00000020052;	100522942
Sus_scrofa	-	ENSSSCG00000034719	zf-C2H2	ENSSSCP00000039875;ENSSSCP00000051810;	-
Sus_scrofa	FIGLA	ENSSSCG00000008321	bHLH	ENSSSCP00000008883;	-
Sus_scrofa	CSRNP3	ENSSSCG00000015906	CSRNP_N	ENSSSCP00000053616;ENSSSCP00000016855;ENSSSCP00000058272;ENSSSCP00000032911;ENSSSCP00000048650;	100515450
Sus_scrofa	TBX3	ENSSSCG00000009865	T-box	ENSSSCP00000010530;ENSSSCP00000028135;	100152741
Sus_scrofa	NKX2-2	ENSSSCG00000040017	Homeobox	ENSSSCP00000054077;	100626520
Sus_scrofa	ONECUT2	ENSSSCG00000004540	CUT	ENSSSCP00000004895;	106507181
Sus_scrofa	SMAD9	ENSSSCG00000009357	MH1	ENSSSCP00000055580;ENSSSCP00000034957;ENSSSCP00000009987;	100153584
Sus_scrofa	ZNF438	ENSSSCG00000011023	zf-C2H2	ENSSSCP00000011757;ENSSSCP00000046597;ENSSSCP00000036938;ENSSSCP00000037238;	100519167
Sus_scrofa	ZBTB37	ENSSSCG00000015494	ZBTB	ENSSSCP00000052697;ENSSSCP00000052697;ENSSSCP00000016427;ENSSSCP00000016427;ENSSSCP00000035357;	100517908
Sus_scrofa	FOXC2	ENSSSCG00000029296	Fork_head	ENSSSCP00000042729;	100526107
Sus_scrofa	ZBED3	ENSSSCG00000014095	zf-BED	ENSSSCP00000014987;	-
Sus_scrofa	TEAD4	ENSSSCG00000000736	TEA	ENSSSCP00000000784;ENSSSCP00000033178;ENSSSCP00000054970;ENSSSCP00000000783;ENSSSCP00000052307;	100152085
Sus_scrofa	NR1I3	ENSSSCG00000006353	THR-like	ENSSSCP00000040406;ENSSSCP00000052085;ENSSSCP00000034293;ENSSSCP00000006773;	654317
Sus_scrofa	MNX1	ENSSSCG00000016410	Homeobox	ENSSSCP00000017386;	-
Sus_scrofa	ASCL3	ENSSSCG00000014572	bHLH	ENSSSCP00000015502;	100518920
Sus_scrofa	CDX2	ENSSSCG00000009317	Homeobox	ENSSSCP00000009941;	100127132
Sus_scrofa	-	ENSSSCG00000037678	HSF	ENSSSCP00000043675;	-
Sus_scrofa	INSM2	ENSSSCG00000001949	zf-C2H2	ENSSSCP00000038924;ENSSSCP00000002130;ENSSSCP00000048494;	-
Sus_scrofa	MTA1	ENSSSCG00000032544	zf-GATA	ENSSSCP00000034479;	110258362
Sus_scrofa	FOXR2	ENSSSCG00000020805	Fork_head	ENSSSCP00000026050;	100620660
Sus_scrofa	NFATC4	ENSSSCG00000001986	RHD	ENSSSCP00000043164;ENSSSCP00000002170;	100154469
Sus_scrofa	HMGB1	ENSSSCG00000009327	HMG	ENSSSCP00000031556;ENSSSCP00000054523;ENSSSCP00000009955;ENSSSCP00000054930;	445521
Sus_scrofa	SMAD6	ENSSSCG00000004948	MH1	ENSSSCP00000005325;	100152069
Sus_scrofa	TCF4	ENSSSCG00000004535	bHLH	ENSSSCP00000030707;ENSSSCP00000034544;ENSSSCP00000004889;ENSSSCP00000030136;ENSSSCP00000031205;ENSSSCP00000036879;ENSSSCP00000039842;ENSSSCP00000038344;ENSSSCP00000038651;	100511671
Sus_scrofa	ZNF613	ENSSSCG00000032585	zf-C2H2	ENSSSCP00000045886;ENSSSCP00000037549;ENSSSCP00000032348;	100625971
Sus_scrofa	KLF14	ENSSSCG00000016550	zf-C2H2	ENSSSCP00000048538;	100174956
Sus_scrofa	HOXB5	ENSSSCG00000017540	Homeobox	ENSSSCP00000018588;	100522700
Sus_scrofa	BARX1	ENSSSCG00000008081	Homeobox	ENSSSCP00000008630;	100512774
Sus_scrofa	ZNF18	ENSSSCG00000018014	zf-C2H2	ENSSSCP00000019090;	100518217
Sus_scrofa	NFXL1	ENSSSCG00000008816	zf-NF-X1	ENSSSCP00000042473;ENSSSCP00000009397;ENSSSCP00000038891;	100518499
Sus_scrofa	CEBPE	ENSSSCG00000002033	TF_bZIP	ENSSSCP00000002223;	100157564
Sus_scrofa	SP1	ENSSSCG00000000272	zf-C2H2	ENSSSCP00000037064;ENSSSCP00000000286;	396575
Sus_scrofa	HMG20A	ENSSSCG00000001871	HMG	ENSSSCP00000025122;ENSSSCP00000002046;	100156673
Sus_scrofa	-	ENSSSCG00000032086	zf-C2H2	ENSSSCP00000023456;ENSSSCP00000033538;ENSSSCP00000054343;ENSSSCP00000044007;	100623627
Sus_scrofa	-	ENSSSCG00000027741	zf-C2H2	ENSSSCP00000058809;ENSSSCP00000021443;	100627241
Sus_scrofa	TOX3	ENSSSCG00000002835	HMG	ENSSSCP00000049537;ENSSSCP00000003055;	100519713
Sus_scrofa	ONECUT3	ENSSSCG00000013439	CUT	ENSSSCP00000014288;	100512947
Sus_scrofa	ZNF75D	ENSSSCG00000012689	zf-C2H2	ENSSSCP00000029420;ENSSSCP00000029344;ENSSSCP00000036067;	100519584
Sus_scrofa	-	ENSSSCG00000031809	zf-C2H2	ENSSSCP00000054705;ENSSSCP00000043758;ENSSSCP00000043084;	100522312
Sus_scrofa	ZFAT	ENSSSCG00000030947	zf-C2H2	ENSSSCP00000057181;ENSSSCP00000045696;ENSSSCP00000055968;ENSSSCP00000035070;ENSSSCP00000035312;ENSSSCP00000050247;ENSSSCP00000028867;	100622516
Sus_scrofa	PIAS2	ENSSSCG00000034730	zf-MIZ	ENSSSCP00000035482;ENSSSCP00000032269;ENSSSCP00000045802;	100627995
Sus_scrofa	ZNF574	ENSSSCG00000003037	zf-C2H2	ENSSSCP00000048144;	-
Sus_scrofa	ZNF566	ENSSSCG00000029170	zf-C2H2	ENSSSCP00000003161;ENSSSCP00000052471;	100526171
Sus_scrofa	HSF1	ENSSSCG00000005917	HSF	ENSSSCP00000006326;ENSSSCP00000034486;ENSSSCP00000057857;ENSSSCP00000035036;	100511321
Sus_scrofa	-	ENSSSCG00000039624	Pou	ENSSSCP00000034630;	-
Sus_scrofa	ZNF672	ENSSSCG00000013978	zf-C2H2	ENSSSCP00000044516;ENSSSCP00000014862;	100524362
Sus_scrofa	-	ENSSSCG00000033648	zf-C2H2	ENSSSCP00000056998;ENSSSCP00000044370;ENSSSCP00000046755;ENSSSCP00000048746;ENSSSCP00000032714;ENSSSCP00000053155;ENSSSCP00000040106;ENSSSCP00000033120;	100520903
Sus_scrofa	ZNF274	ENSSSCG00000003998	zf-C2H2	ENSSSCP00000004320;	-
Sus_scrofa	HMGXB3	ENSSSCG00000014440	HMG	ENSSSCP00000023596;ENSSSCP00000015370;	100516069
Sus_scrofa	ZNF215	ENSSSCG00000014600	zf-C2H2	ENSSSCP00000015530;ENSSSCP00000051526;	-
Sus_scrofa	HOXD9	ENSSSCG00000015982	Homeobox	ENSSSCP00000016934;	-
Sus_scrofa	ZIM3	ENSSSCG00000035575	zf-C2H2	ENSSSCP00000047911;	-
Sus_scrofa	ZBTB33	ENSSSCG00000012608	ZBTB	ENSSSCP00000030431;ENSSSCP00000030431;	102167717
Sus_scrofa	KLF8	ENSSSCG00000012352	zf-C2H2	ENSSSCP00000013148;ENSSSCP00000013146;	100154631
Sus_scrofa	ZNF263	ENSSSCG00000007963	zf-C2H2	ENSSSCP00000046836;ENSSSCP00000045824;ENSSSCP00000008502;	100520900
Sus_scrofa	SNAI2	ENSSSCG00000039568	zf-C2H2	ENSSSCP00000037603;ENSSSCP00000039262;	102162332
Sus_scrofa	PAX4	ENSSSCG00000016591	PAX	ENSSSCP00000017575;	-
Sus_scrofa	-	ENSSSCG00000005063	TF_Otx	ENSSSCP00000052431;ENSSSCP00000057237;ENSSSCP00000005442;	100512643
Sus_scrofa	TBX22	ENSSSCG00000012449	T-box	ENSSSCP00000013248;	100519882
Sus_scrofa	FOXI1	ENSSSCG00000017009	Fork_head	ENSSSCP00000018021;	100511481
Sus_scrofa	-	ENSSSCG00000009560	E2F	ENSSSCP00000033761;ENSSSCP00000010208;ENSSSCP00000032534;	100621036
Sus_scrofa	ELF2	ENSSSCG00000029920	ETS	ENSSSCP00000052556;ENSSSCP00000025973;ENSSSCP00000052040;	100514064
Sus_scrofa	RXRG	ENSSSCG00000006328	RXR-like	ENSSSCP00000057363;ENSSSCP00000038122;ENSSSCP00000006747;	445465
Sus_scrofa	NOBOX	ENSSSCG00000024977	Homeobox	ENSSSCP00000027616;	100499552
Sus_scrofa	CREB3L1	ENSSSCG00000013263	TF_bZIP	ENSSSCP00000014095;	100516663
Sus_scrofa	ETS1	ENSSSCG00000015235	ETS	ENSSSCP00000034141;ENSSSCP00000040008;ENSSSCP00000016156;	100302363
Sus_scrofa	ZFP1	ENSSSCG00000022668	zf-C2H2	ENSSSCP00000023927;	100622002
Sus_scrofa	HBP1	ENSSSCG00000035673	HMG	ENSSSCP00000037185;ENSSSCP00000046176;ENSSSCP00000047209;ENSSSCP00000031316;ENSSSCP00000040052;	100519099
Sus_scrofa	NCOR2	ENSSSCG00000009761	MYB	ENSSSCP00000010425;	733643
Sus_scrofa	ZNF576	ENSSSCG00000036291	zf-C2H2	ENSSSCP00000037380;	100520198
Sus_scrofa	-	ENSSSCG00000008860	CSD	ENSSSCP00000009451;	-
Sus_scrofa	OLIG2	ENSSSCG00000012039	bHLH	ENSSSCP00000032747;	100152482
Sus_scrofa	ZSCAN9	ENSSSCG00000001203	zf-C2H2	ENSSSCP00000001272;	-
Sus_scrofa	HMX2	ENSSSCG00000010725	Homeobox	ENSSSCP00000011434;ENSSSCP00000034362;	100157255
Sus_scrofa	NKX3-2	ENSSSCG00000034181	Homeobox	ENSSSCP00000054609;ENSSSCP00000035587;	100625162
Sus_scrofa	PAX1	ENSSSCG00000007112	PAX	ENSSSCP00000007575;	-
Sus_scrofa	FOXB2	ENSSSCG00000005279	Fork_head	ENSSSCP00000005670;	-
Sus_scrofa	-	ENSSSCG00000003076	zf-C2H2	ENSSSCP00000040655;ENSSSCP00000038649;ENSSSCP00000046944;	-
Sus_scrofa	ASCL2	ENSSSCG00000033507	bHLH	ENSSSCP00000054800;	100144467
Sus_scrofa	ZNF454	ENSSSCG00000027351	zf-C2H2	ENSSSCP00000022620;ENSSSCP00000050518;	100620238
Sus_scrofa	PRRX2	ENSSSCG00000005680	Homeobox	ENSSSCP00000006085;	100521241
Sus_scrofa	ZNF568	ENSSSCG00000002935	zf-C2H2	ENSSSCP00000049783;ENSSSCP00000040316;ENSSSCP00000003167;	100511135
Sus_scrofa	ARNT	ENSSSCG00000006646	bHLH	ENSSSCP00000007087;ENSSSCP00000029414;	396653
Sus_scrofa	AR	ENSSSCG00000012371	ESR-like	ENSSSCP00000013166;ENSSSCP00000056596;ENSSSCP00000043455;	397582
Sus_scrofa	HMGB4	ENSSSCG00000021247	HMG	ENSSSCP00000022363;	-
Sus_scrofa	LHX1	ENSSSCG00000017692	Homeobox	ENSSSCP00000031751;ENSSSCP00000018746;	100513681
Sus_scrofa	-	ENSSSCG00000032669	zf-C2H2	ENSSSCP00000043859;	-
Sus_scrofa	-	ENSSSCG00000009729	zf-C2H2	ENSSSCP00000047952;ENSSSCP00000010390;	100620909
Sus_scrofa	ARX	ENSSSCG00000020801	Homeobox	ENSSSCP00000033329;	100627139
Sus_scrofa	ZNF26	ENSSSCG00000009730	zf-C2H2	ENSSSCP00000010391;	-
Sus_scrofa	RFX3	ENSSSCG00000005225	RFX	ENSSSCP00000021351;ENSSSCP00000005617;ENSSSCP00000045511;	100523418
Sus_scrofa	-	ENSSSCG00000031342	zf-C2H2	ENSSSCP00000044025;ENSSSCP00000046810;ENSSSCP00000046676;ENSSSCP00000031930;	110261334
Sus_scrofa	OTX1	ENSSSCG00000037564	TF_Otx	ENSSSCP00000046706;	100520485
Sus_scrofa	MSX2	ENSSSCG00000034500	Homeobox	ENSSSCP00000053796;	110257220
Sus_scrofa	ZNF671	ENSSSCG00000003990	zf-C2H2	ENSSSCP00000042617;ENSSSCP00000004311;	106510597
Sus_scrofa	SALL4	ENSSSCG00000007479	zf-C2H2	ENSSSCP00000007969;	100136902
Sus_scrofa	ZFHX2	ENSSSCG00000040339	Homeobox	ENSSSCP00000031599;	106504473
Sus_scrofa	-	ENSSSCG00000036554	zf-C2H2	ENSSSCP00000032775;	100516085
Sus_scrofa	FOXF1	ENSSSCG00000038460	Fork_head	ENSSSCP00000042203;ENSSSCP00000037013;	106510450
Sus_scrofa	ZFPM2	ENSSSCG00000006038	zf-C2H2	ENSSSCP00000047315;ENSSSCP00000049005;ENSSSCP00000006451;	100337657
Sus_scrofa	ARID4A	ENSSSCG00000005073	ARID	ENSSSCP00000005450;	100153197
Sus_scrofa	TBX5	ENSSSCG00000009867	T-box	ENSSSCP00000054910;ENSSSCP00000010532;	100522280
Sus_scrofa	FOXL1	ENSSSCG00000002658	Fork_head	ENSSSCP00000002870;	100511634
Sus_scrofa	BCL6	ENSSSCG00000011810	ZBTB	ENSSSCP00000054628;ENSSSCP00000054628;ENSSSCP00000012581;ENSSSCP00000012581;ENSSSCP00000048893;	100156549
Sus_scrofa	JDP2	ENSSSCG00000035895	TF_bZIP	ENSSSCP00000032345;ENSSSCP00000042014;	100624820
Sus_scrofa	ZNF189	ENSSSCG00000034239	zf-C2H2	ENSSSCP00000049942;ENSSSCP00000055235;	100515357
Sus_scrofa	ZNF746	ENSSSCG00000025752	zf-C2H2	ENSSSCP00000020589;	100520469
Sus_scrofa	ZBTB34	ENSSSCG00000031426	ZBTB	ENSSSCP00000059356;ENSSSCP00000059356;ENSSSCP00000059054;	100628020
Sus_scrofa	PTF1A	ENSSSCG00000030662	bHLH	ENSSSCP00000025304;	100623168
Sus_scrofa	OLIG3	ENSSSCG00000004155	bHLH	ENSSSCP00000004490;	100153431
Sus_scrofa	ZBTB6	ENSSSCG00000005576	ZBTB	ENSSSCP00000005970;ENSSSCP00000005970;	102161885
Sus_scrofa	ZHX3	ENSSSCG00000032566	Homeobox	ENSSSCP00000044175;ENSSSCP00000047888;ENSSSCP00000054295;	100156548
Sus_scrofa	-	ENSSSCG00000040419	zf-C2H2	ENSSSCP00000055131;	-
Sus_scrofa	ZNF175	ENSSSCG00000003233	zf-C2H2	ENSSSCP00000003509;	100514293
Sus_scrofa	ID1	ENSSSCG00000037016	bHLH	ENSSSCP00000040237;	100522839
Sus_scrofa	ZBTB46	ENSSSCG00000040388	ZBTB	ENSSSCP00000050914;ENSSSCP00000050914;	110257361
Sus_scrofa	EHF	ENSSSCG00000013300	ETS	ENSSSCP00000014133;ENSSSCP00000051482;ENSSSCP00000058108;ENSSSCP00000042268;	100526094
Sus_scrofa	SCX	ENSSSCG00000034551	bHLH	ENSSSCP00000050828;	110260416
Sus_scrofa	RARA	ENSSSCG00000017475	THR-like	ENSSSCP00000053487;ENSSSCP00000018521;ENSSSCP00000056590;ENSSSCP00000035518;	396709
Sus_scrofa	ZFP28	ENSSSCG00000027774	zf-C2H2	ENSSSCP00000050224;ENSSSCP00000021180;	-
Sus_scrofa	-	ENSSSCG00000036958	HSF	ENSSSCP00000049683;	-
Sus_scrofa	MYOG	ENSSSCG00000034654	bHLH	ENSSSCP00000047674;	497618
Sus_scrofa	ZBTB26	ENSSSCG00000032575	ZBTB	ENSSSCP00000044407;ENSSSCP00000044407;ENSSSCP00000033544;	100156463
Sus_scrofa	ZFP42	ENSSSCG00000035444	zf-C2H2	ENSSSCP00000038419;	-
Sus_scrofa	SATB2	ENSSSCG00000021657	CUT	ENSSSCP00000056857;ENSSSCP00000029542;ENSSSCP00000026837;	102160784
Sus_scrofa	FOXI3	ENSSSCG00000036354	Fork_head	ENSSSCP00000041939;	-
Sus_scrofa	TBXT	ENSSSCG00000036609	T-box	ENSSSCP00000048857;ENSSSCP00000053655;	397450
Sus_scrofa	ZNF865	ENSSSCG00000029156	zf-C2H2	ENSSSCP00000048021;	-
Sus_scrofa	SETDB1	ENSSSCG00000006645	MBD	ENSSSCP00000007086;ENSSSCP00000055025;ENSSSCP00000036429;ENSSSCP00000035284;ENSSSCP00000056621;	100157920
Sus_scrofa	EGR3	ENSSSCG00000009630	zf-C2H2	ENSSSCP00000010281;ENSSSCP00000053390;	100516296
Sus_scrofa	ZBTB11	ENSSSCG00000011953	ZBTB	ENSSSCP00000057332;ENSSSCP00000057332;ENSSSCP00000012734;ENSSSCP00000012734;	100521154
Sus_scrofa	REL	ENSSSCG00000008388	RHD	ENSSSCP00000008954;ENSSSCP00000055999;	100525104
Sus_scrofa	-	ENSSSCG00000040692	zf-C2H2	ENSSSCP00000043279;	-
Sus_scrofa	ZNF250	ENSSSCG00000036160	zf-C2H2	ENSSSCP00000035954;ENSSSCP00000047001;ENSSSCP00000039427;	100621388
Sus_scrofa	NFE2L3	ENSSSCG00000026894	TF_bZIP	ENSSSCP00000031317;ENSSSCP00000021838;	100622324
